

Epoch: 1/5, 1500/1500, ETA: 00m 26s
Epoch 1/5, Loss: 0.2937, Accuracy: 0.9042
Epoch: 2/5, 1500/1500, ETA: 00m 30s
Epoch 2/5, Loss: 0.0840, Accuracy: 0.9741

Epoch: 3/5, 1500/1500, ETA: 00m 27s
Epoch 3/5, Loss: 0.0637, Accuracy: 0.9802

Epoch: 4/5, 1500/1500, ETA: 00m 17s
Epoch 4/5, Loss: 0.0546, Accuracy: 0.9829

Epoch: 5/5, 1500/1500, ETA: 00m 00s
Epoch 5/5, Loss: 0.0459, Accuracy: 0.9854
